name,affinity
antivir1883,-7.0
antivir1196,-6.4
antivir1241,-6.0
antivir1141,-5.9
antivir2214,-6.4
antivir3148,-5.9
antivir3312,-5.8
antivir2582,-3.3
antivir1691,-6.4
antivir2164,-7.2
antivir164,-7.1
antivir2137,-6.0
antivir11,-5.8
antivir2890,-5.7
antivir2158,-5.2
antivir2232,-6.3
antivir300,-6.4
antivir3064,-4.2
antivir2029,-5.0
antivir1912,-6.7
antivir3320,-5.7
antivir1805,-5.9
antivir3153,-5.7
antivir2863,-6.5
antivir1370,-5.6
antivir269,-6.7
antivir2079,-6.2
antivir1617,-6.5
antivir2570,-6.3
antivir3146,-5.2
antivir23,-6.6
antivir1703,-6.7
antivir3196,-6.0
antivir310,-6.5
antivir240,-7.0
antivir2050,-6.8
antivir2838,-6.9
antivir2054,-5.9
antivir3069,-5.9
antivir1021,-6.2
antivir2194,-6.8
antivir2055,-6.4
antivir2744,-5.8
antivir2301,-6.5
antivir2753,-6.3
antivir3219,-5.5
antivir1136,-6.2
antivir1115,-6.2
antivir2117,-4.6
antivir1752,-5.6
antivir2603,-5.2
antivir2292,-5.7
antivir2920,-5.6
antivir232,-7.0
antivir3070,-4.5
antivir1044,-6.4
antivir3251,-5.7
antivir2611,-6.3
antivir1315,-5.0
antivir325,-6.3
antivir2238,-6.1
antivir1218,-5.9
antivir1615,-5.7
antivir3314,-6.0
antivir266,-7.0
antivir2254,-6.4
antivir2637,-6.5
antivir1476,-7.0
antivir1825,-6.3
antivir1944,-6.3
antivir1690,-5.6
antivir2687,-5.8
antivir1200,-6.5
antivir3076,-4.8
antivir1904,-5.8
antivir2106,-6.2
antivir1936,-5.7
antivir1074,-6.4
antivir1427,-6.0
antivir2868,-6.2
antivir3288,-4.7
antivir2028,-6.4
antivir1203,-6.0
antivir217,-6.8
antivir2669,-6.8
antivir212,-6.5
antivir1543,-6.1
antivir1124,-6.0
antivir1493,-5.8
antivir2381,-5.6
antivir2088,-6.2
antivir1361,-6.4
antivir1278,-6.1
antivir2373,-6.0
antivir1550,-7.1
antivir1222,-5.7
antivir213,-6.8
antivir298,-7.2
antivir1402,-6.8
antivir288,-6.1
antivir1151,-6.5
antivir2272,-6.7
antivir1608,-6.8
antivir1963,-6.0
antivir1167,-6.4
antivir2335,-6.6
antivir2511,-7.5
antivir2488,-5.9
antivir1537,-6.2
antivir154,-7.7
antivir1827,-6.6
antivir1686,-5.8
antivir2441,-6.2
antivir1462,-6.1
antivir2475,-6.4
antivir3317,-5.7
antivir1588,-6.3
antivir2884,-6.0
antivir1929,-6.5
antivir2709,-5.7
antivir1257,-6.4
antivir1213,-5.6
antivir2250,-6.6
antivir1558,-6.0
antivir3284,-5.9
antivir1710,-6.2
antivir2464,-6.1
antivir150,-6.8
antivir2773,-6.5
antivir12,-7.4
antivir100,-5.9
antivir1996,-6.2
antivir1609,-6.3
antivir3333,-6.3
antivir3327,-5.8
antivir1530,-6.6
antivir2688,-7.4
antivir1731,-6.2
antivir3339,-5.5
antivir1233,-6.5
antivir2312,-5.5
antivir1293,-5.8
antivir3023,-5.5
antivir1458,-5.9
antivir3306,-5.7
antivir2612,-5.8
antivir1153,-5.6
antivir2888,-5.7
antivir3020,-5.2
antivir1039,-6.6
antivir1741,-5.9
antivir3211,-5.4
antivir2662,-7.0
antivir1980,-7.0
antivir2902,-6.0
antivir1130,-6.3
antivir1439,-5.9
antivir152,-6.3
antivir1582,-6.4
antivir1085,-6.0
antivir2211,-4.9
antivir1978,-6.5
antivir1190,-5.9
antivir1060,-6.6
antivir1632,-6.6
antivir2613,-5.5
antivir1464,-6.5
antivir2956,-5.4
antivir1740,-6.6
antivir2431,-6.4
antivir3114,-5.0
antivir3163,-6.1
antivir2925,-6.2
antivir121,-7.1
antivir1628,-7.0
antivir2291,-7.1
antivir1819,-5.9
antivir2725,-5.6
antivir2283,-6.3
antivir2787,-5.8
antivir1240,-6.2
antivir1122,-6.2
antivir1125,-5.9
antivir1403,-5.8
antivir2160,-5.5
antivir2337,-6.2
antivir1133,-6.2
antivir1811,-6.0
antivir2747,-6.1
antivir219,-7.1
antivir2671,-6.3
antivir2084,-5.5
antivir1273,-5.7
antivir2419,-6.1
antivir315,-6.5
antivir2569,-6.7
antivir1463,-6.1
antivir1139,-5.5
antivir2010,-6.2
antivir2499,-6.0
antivir3060,-6.2
antivir2105,-6.8
antivir1639,-6.0
antivir283,-7.1
antivir1420,-5.3
antivir3063,-6.0
antivir1779,-6.7
antivir1012,-7.0
antivir1975,-5.7
antivir2004,-6.0
antivir3121,-4.8
antivir1962,-6.3
antivir2147,-7.0
antivir3191,-5.2
antivir2128,-6.8
antivir3186,-5.1
antivir3250,-5.9
antivir1392,-6.0
antivir1953,-6.1
antivir2289,-6.4
antivir2864,-7.2
antivir1062,-5.8
antivir3319,-5.2
antivir2898,-6.3
antivir2142,-6.2
antivir3270,-5.5
antivir3361,-6.2
antivir286,-6.3
antivir1032,-7.1
antivir3039,-6.1
antivir3180,-4.7
antivir1014,-5.5
antivir2372,-6.5
antivir2262,-6.4
antivir1416,-5.9
antivir2782,-6.5
antivir2874,-6.5
antivir2820,-5.2
antivir1768,-6.2
antivir196,-7.1
antivir237,-6.1
antivir1625,-6.7
antivir2334,-6.2
antivir2396,-5.7
antivir2481,-5.4
antivir3252,-6.0
antivir1560,-6.3
antivir2776,-5.8
antivir1821,-6.9
antivir1280,-6.2
antivir3366,-5.8
antivir1539,-5.9
antivir1897,-6.5
antivir2393,-6.6
antivir135,-7.4
antivir2349,-6.8
antivir1033,-6.6
antivir1163,-6.7
antivir3018,-6.8
antivir2033,-6.7
antivir2222,-5.6
antivir1330,-5.5
antivir137,-6.7
antivir1282,-5.2
antivir1319,-6.0
antivir2507,-6.5
antivir333,-5.6
antivir2882,-5.5
antivir3269,-5.3
antivir2437,-5.8
antivir2855,-6.4
antivir1858,-7.3
antivir3081,-4.9
antivir1769,-6.5
antivir2774,-5.3
antivir1188,-7.1
antivir2943,-6.0
antivir2141,-6.0
antivir1123,-5.7
antivir1651,-5.9
antivir1093,-6.6
antivir13,-6.9
antivir1861,-5.4
antivir2657,-6.7
antivir2631,-5.6
antivir1006,-7.5
antivir2069,-6.1
antivir1466,-6.9
antivir1884,-7.0
antivir1658,-6.3
antivir1061,-7.0
antivir1354,-6.0
antivir2462,-5.8
antivir3224,-6.0
antivir1687,-6.5
antivir2565,-4.9
antivir321,-6.3
antivir1414,-6.6
antivir1277,-6.1
antivir1373,-6.0
antivir2270,-6.9
antivir2763,-6.7
antivir3244,-5.3
antivir1157,-7.0
antivir193,-6.8
antivir2573,-5.8
antivir2374,-6.0
antivir1828,-7.6
antivir1411,-6.9
antivir1165,-6.3
antivir2973,-6.9
antivir2404,-5.7
antivir1303,-6.0
antivir1758,-6.3
antivir280,-6.6
antivir139,-7.4
antivir1939,-5.7
antivir1144,-6.9
antivir3266,-5.6
antivir1646,-5.5
antivir2798,-6.0
antivir1404,-6.0
antivir2236,-6.2
antivir2566,-4.9
antivir2286,-7.0
antivir2145,-5.7
antivir3259,-5.8
antivir2485,-6.6
antivir2163,-6.8
antivir1932,-6.1
antivir102,-6.1
antivir2856,-6.4
antivir3200,-5.7
antivir176,-6.6
antivir1985,-5.9
antivir3066,-6.2
antivir1725,-6.2
antivir1394,-6.4
antivir1910,-5.9
antivir2784,-5.3
antivir2996,-6.9
antivir1999,-6.1
antivir1761,-6.2
antivir3260,-5.6
antivir189,-7.0
antivir3237,-6.3
antivir2592,-6.3
antivir2328,-5.6
antivir2932,-6.0
antivir22,-6.8
antivir2548,-6.8
antivir190,-7.2
antivir2221,-6.7
antivir2068,-6.0
antivir1499,-5.9
antivir1750,-6.0
antivir3058,-5.8
antivir1946,-6.6
antivir1356,-6.0
antivir1882,-5.1
antivir197,-6.4
antivir1504,-6.5
antivir130,-7.1
antivir250,-7.0
antivir2480,-6.2
antivir1998,-6.0
antivir2454,-6.4
antivir2444,-4.5
antivir2564,-5.4
antivir1688,-5.8
antivir1527,-5.7
antivir1964,-6.6
antivir1820,-6.7
antivir3290,-5.8
antivir3037,-6.0
antivir1640,-6.2
antivir1264,-6.1
antivir2600,-5.9
antivir1513,-5.4
antivir2876,-5.6
antivir1573,-5.5
antivir2596,-5.4
antivir1011,-7.1
antivir3369,-6.2
antivir2082,-5.8
antivir1977,-6.1
antivir2944,-5.9
antivir1968,-7.3
antivir1529,-6.3
antivir1120,-6.9
antivir2641,-6.3
antivir122,-7.1
antivir1450,-5.9
antivir1673,-6.4
antivir2927,-6.2
antivir1170,-5.8
antivir2729,-5.7
antivir2696,-7.2
antivir1870,-7.1
antivir2369,-6.1
antivir307,-6.3
antivir1833,-6.3
antivir2552,-6.8
antivir1576,-6.4
antivir1290,-6.7
antivir3133,-5.5
antivir1848,-6.0
antivir1204,-5.0
antivir2483,-6.0
antivir2521,-6.2
antivir1907,-5.8
antivir3296,-5.7
antivir1866,-6.2
antivir1531,-6.4
antivir2837,-6.2
antivir1925,-5.5
antivir2456,-5.9
antivir1382,-6.2
antivir28,-7.7
antivir2246,-6.0
antivir3331,-6.3
antivir1736,-6.3
antivir1620,-6.0
antivir2012,-6.5
antivir1226,-6.1
antivir2197,-5.1
antivir3134,-5.3
antivir1454,-6.1
antivir2693,-6.7
antivir2336,-6.9
antivir292,-6.8
antivir2541,-6.3
antivir1909,-6.1
antivir1477,-5.5
antivir2517,-6.1
antivir1323,-6.2
antivir123,-6.5
antivir2503,-5.7
antivir1010,-6.5
antivir2094,-5.7
antivir1871,-7.0
antivir2493,-6.4
antivir3065,-4.8
antivir1106,-6.2
antivir1348,-5.1
antivir1516,-6.3
antivir1339,-6.4
antivir1885,-6.8
antivir1989,-5.3
antivir2417,-6.1
antivir1184,-5.8
antivir1162,-6.9
antivir1503,-5.9
antivir2845,-7.0
antivir1108,-5.5
antivir1337,-6.2
antivir1436,-5.9
antivir3254,-5.6
antivir2339,-7.1
antivir134,-7.6
antivir1967,-5.7
antivir3262,-6.1
antivir2647,-6.3
antivir1275,-5.9
antivir3214,-5.3
antivir111,-6.7
antivir2666,-6.4
antivir1803,-6.1
antivir2809,-5.3
antivir1920,-5.2
antivir1598,-6.0
antivir1154,-6.2
antivir2363,-6.1
antivir1604,-7.2
antivir3137,-5.5
antivir3378,-5.4
antivir3307,-4.6
antivir2960,-6.5
antivir2998,-6.1
antivir1669,-6.1
antivir2835,-5.8
antivir1152,-5.8
antivir214,-6.8
antivir2265,-6.6
antivir1559,-5.8
antivir2850,-6.4
antivir104,-6.4
antivir1094,-6.8
antivir2733,-6.5
antivir1618,-5.5
antivir2803,-6.2
antivir230,-7.0
antivir229,-7.2
antivir1722,-6.5
antivir215,-6.2
antivir1579,-6.4
antivir133,-7.1
antivir2585,-5.9
antivir186,-6.4
antivir1696,-5.7
antivir1009,-4.8
antivir3171,-6.3
antivir2171,-6.0
antivir2572,-6.4
antivir2099,-6.2
antivir2990,-6.5
antivir2528,-6.9
antivir2496,-5.9
antivir2769,-4.7
antivir2278,-5.9
antivir1993,-6.7
antivir1486,-5.5
antivir3159,-6.0
antivir2526,-5.3
antivir1343,-6.2
antivir1919,-6.6
antivir1397,-6.3
antivir2027,-7.1
antivir2650,-6.5
antivir206,-7.0
antivir3167,-6.1
antivir3124,-4.9
antivir1119,-5.6
antivir1003,-6.1
antivir2737,-6.1
antivir3009,-6.7
antivir2514,-4.9
antivir1941,-5.9
antivir1796,-6.0
antivir2742,-6.2
antivir2472,-6.8
antivir3281,-5.2
antivir3220,-5.2
antivir2508,-6.5
antivir184,-7.2
antivir2555,-5.9
antivir1508,-6.0
antivir1071,-5.7
antivir3373,-5.4
antivir2303,-6.1
antivir171,-7.2
antivir3213,-5.4
antivir1338,-5.7
antivir1435,-5.8
antivir2256,-6.6
antivir3358,-5.6
antivir3005,-5.5
antivir1976,-7.2
antivir2559,-6.7
antivir2934,-6.3
antivir3175,-5.4
antivir1117,-6.3
antivir1238,-6.3
antivir117,-7.1
antivir1693,-6.3
antivir3343,-5.7
antivir2191,-5.4
antivir1232,-6.5
antivir2610,-6.3
antivir1405,-7.1
antivir2023,-5.5
antivir1217,-5.7
antivir3061,-6.0
antivir2790,-5.6
antivir2963,-6.1
antivir1663,-6.0
antivir239,-6.9
antivir1863,-6.1
antivir1300,-6.4
antivir1291,-6.5
antivir2284,-5.4
antivir1386,-4.8
antivir3300,-5.2
antivir2638,-5.7
antivir2190,-5.9
antivir143,-6.8
antivir1878,-6.4
antivir2739,-5.5
antivir192,-6.4
antivir1892,-6.5
antivir1759,-6.0
antivir2771,-6.9
antivir2470,-5.8
antivir2931,-5.9
antivir2660,-6.4
antivir2306,-5.2
antivir236,-7.0
antivir294,-6.0
antivir2554,-4.1
antivir1381,-7.1
antivir1865,-5.6
antivir2001,-6.9
antivir3298,-6.5
antivir2313,-6.6
antivir1492,-6.3
antivir3357,-5.8
antivir1440,-6.8
antivir2188,-7.2
antivir3362,-6.2
antivir1185,-7.0
antivir2443,-6.2
antivir1637,-6.4
antivir2463,-6.4
antivir1676,-6.2
antivir1181,-5.9
antivir2951,-4.5
antivir161,-6.5
antivir1305,-5.4
antivir2974,-5.3
antivir2203,-5.7
antivir3230,-6.0
antivir2011,-6.2
antivir2839,-5.4
antivir1532,-7.0
antivir1205,-6.2
antivir3208,-5.2
antivir3280,-5.7
antivir2309,-6.3
antivir1100,-5.9
antivir3008,-6.5
antivir1648,-5.3
antivir175,-7.3
antivir1652,-6.8
antivir18,-7.2
antivir2065,-6.6
antivir3201,-5.5
antivir3082,-4.8
antivir2830,-5.8
antivir228,-6.7
antivir247,-7.9
antivir1249,-6.5
antivir1624,-6.6
antivir3215,-5.5
antivir1390,-7.0
antivir1857,-6.7
antivir3145,-5.2
antivir218,-8.1
antivir3349,-5.6
antivir1594,-5.5
antivir278,-7.3
antivir2425,-5.9
antivir3022,-6.3
antivir3345,-5.7
antivir1259,-5.5
antivir303,-6.0
antivir3305,-5.4
antivir3179,-5.0
antivir2310,-6.2
antivir1679,-6.6
antivir200,-6.3
antivir2078,-7.0
antivir3136,-5.2
antivir1726,-7.3
antivir1554,-6.9
antivir2165,-5.6
antivir1147,-6.1
antivir1387,-6.0
antivir1623,-5.6
antivir3156,-5.7
antivir2865,-6.1
antivir1483,-6.0
antivir2583,-6.3
antivir1619,-6.2
antivir1111,-5.3
antivir2166,-5.4
antivir1745,-6.2
antivir2305,-6.7
antivir2567,-5.5
antivir2731,-6.3
antivir1484,-6.4
antivir3370,-6.1
antivir108,-6.9
antivir3002,-6.0
antivir2140,-6.0
antivir1449,-6.0
antivir2854,-5.0
antivir1526,-5.8
antivir162,-6.4
antivir1845,-5.8
antivir2026,-7.1
antivir1751,-5.8
antivir2307,-6.5
antivir3272,-5.9
antivir2429,-6.4
antivir2095,-5.9
antivir1050,-6.0
antivir327,-6.7
antivir1606,-5.5
antivir2797,-5.7
antivir2386,-6.4
antivir3079,-4.5
antivir1874,-6.5
antivir1368,-6.4
antivir1224,-6.5
antivir2482,-5.5
antivir2267,-6.4
antivir2121,-6.9
antivir3144,-5.6
antivir2994,-6.6
antivir1799,-6.2
antivir2606,-7.3
antivir1755,-6.2
antivir2571,-6.5
antivir3334,-6.1
antivir1455,-5.8
antivir1235,-6.7
antivir3152,-6.1
antivir2251,-6.3
antivir2266,-6.3
antivir2013,-6.0
antivir1024,-6.4
antivir1802,-6.4
antivir1852,-6.4
antivir2841,-6.9
antivir1822,-6.8
antivir1333,-6.2
antivir2969,-5.3
antivir1649,-6.9
antivir3308,-5.7
antivir2840,-6.3
antivir1742,-6.5
antivir1472,-6.6
antivir1419,-6.0
antivir1743,-6.2
antivir3143,-5.8
antivir1113,-6.0
antivir2134,-6.4
antivir2712,-6.9
antivir2494,-5.2
antivir1938,-6.1
antivir1934,-6.3
antivir1520,-6.3
antivir1090,-5.6
antivir2933,-6.4
antivir2558,-6.4
antivir2512,-5.6
antivir2901,-6.3
antivir2017,-6.0
antivir1674,-6.8
antivir1396,-6.0
antivir2294,-6.1
antivir1475,-6.2
antivir1126,-6.0
antivir1719,-5.8
antivir2887,-6.5
antivir225,-7.0
antivir2118,-6.1
antivir1078,-5.4
antivir3085,-5.4
antivir3182,-5.5
antivir3309,-5.7
antivir185,-6.7
antivir2432,-5.5
antivir1638,-6.4
antivir1187,-6.3
antivir1942,-6.2
antivir2673,-7.0
antivir2722,-6.0
antivir1168,-6.0
antivir2529,-6.3
antivir3209,-5.3
antivir2452,-6.4
antivir2260,-5.3
antivir2258,-6.3
antivir202,-6.8
antivir305,-6.1
antivir260,-7.2
antivir2910,-6.1
antivir2894,-6.3
antivir1917,-6.4
antivir1581,-5.5
antivir2170,-6.3
antivir1367,-5.8
antivir1292,-5.9
antivir1955,-6.5
antivir1906,-6.9
antivir263,-7.0
antivir1498,-5.8
antivir1783,-6.6
antivir2869,-6.8
antivir1031,-5.4
antivir3340,-5.7
antivir3286,-5.8
antivir1860,-5.3
antivir2935,-6.1
antivir1457,-5.5
antivir174,-6.9
antivir2175,-5.5
antivir1789,-6.5
antivir3181,-5.7
antivir2656,-6.0
antivir2364,-6.8
antivir1473,-5.9
antivir2535,-4.8
antivir1465,-6.0
antivir1212,-6.5
antivir1298,-5.4
antivir1252,-6.0
antivir2711,-6.1
antivir1961,-6.2
antivir2692,-4.5
antivir2556,-6.6
antivir2058,-6.0
antivir1832,-5.7
antivir284,-6.9
antivir2501,-6.7
antivir2522,-6.3
antivir1711,-6.1
antivir1336,-6.1
antivir1415,-6.3
antivir1790,-6.1
antivir2992,-6.1
antivir2676,-5.7
antivir1589,-5.7
antivir1982,-5.5
antivir3047,-5.3
antivir2169,-6.7
antivir3067,-5.5
antivir1346,-6.5
antivir1307,-6.4
antivir3091,-5.0
antivir2938,-5.7
antivir3098,-4.9
antivir1138,-5.8
antivir1428,-6.3
antivir3128,-5.5
antivir2399,-6.7
antivir2919,-7.3
antivir3364,-5.7
antivir2264,-6.4
antivir1048,-6.8
antivir2678,-6.8
antivir2779,-7.1
antivir326,-6.5
antivir2807,-5.8
antivir2036,-5.7
antivir1374,-6.2
antivir2580,-6.0
antivir1474,-6.1
antivir2515,-6.3
antivir144,-7.7
antivir2533,-7.3
antivir3112,-5.1
antivir2368,-6.8
antivir2315,-6.5
antivir1408,-6.5
antivir1489,-6.2
antivir1495,-5.6
antivir1908,-5.2
antivir1798,-5.9
antivir2039,-5.8
antivir208,-6.7
antivir2455,-5.9
antivir1421,-5.9
antivir3185,-5.4
antivir1838,-6.2
antivir2952,-5.8
antivir2347,-6.1
antivir1480,-6.1
antivir1326,-5.8
antivir2873,-6.1
antivir2066,-5.5
antivir1849,-5.8
antivir1174,-6.2
antivir3297,-5.1
antivir1377,-5.6
antivir167,-6.3
antivir1553,-5.8
antivir2074,-5.8
antivir2741,-6.7
antivir1970,-5.2
antivir118,-7.4
antivir1830,-6.7
antivir2151,-6.3
antivir1974,-5.5
antivir1571,-6.0
antivir1102,-5.9
antivir3130,-5.4
antivir1565,-6.4
antivir1951,-6.4
antivir1535,-6.2
antivir3155,-5.5
antivir2825,-6.8
antivir1665,-5.9
antivir1219,-6.6
antivir2083,-6.2
antivir2867,-6.5
antivir2891,-5.6
antivir3118,-4.7
antivir2993,-5.3
antivir3265,-5.8
antivir1230,-6.3
antivir1995,-5.9
antivir3111,-5.1
antivir1129,-5.7
antivir3348,-5.7
antivir1202,-6.6
antivir2904,-5.9
antivir1316,-4.7
antivir1642,-5.6
antivir1398,-6.4
antivir1131,-5.8
antivir1199,-6.4
antivir187,-6.5
antivir2683,-5.1
antivir2474,-5.8
antivir264,-7.1
antivir1766,-7.1
antivir2682,-5.2
antivir3046,-5.2
antivir2123,-6.1
antivir1269,-5.9
antivir2385,-6.9
antivir3205,-5.7
antivir1629,-6.4
antivir3311,-6.0
antivir1599,-5.9
antivir3257,-5.7
antivir2726,-5.6
antivir3083,-4.6
antivir2423,-6.3
antivir1986,-6.7
antivir3086,-5.0
antivir3239,-5.8
antivir3014,-6.6
antivir1302,-6.0
antivir3202,-6.2
antivir2988,-6.3
antivir2749,-6.1
antivir3011,-6.4
antivir3344,-6.2
antivir1148,-6.3
antivir2421,-7.2
antivir2200,-5.6
antivir3157,-5.1
antivir2936,-5.2
antivir308,-6.4
antivir3243,-5.9
antivir1276,-6.6
antivir3310,-5.6
antivir3030,-6.9
antivir131,-7.4
antivir2356,-6.7
antivir1956,-6.3
antivir2983,-5.5
antivir2025,-5.7
antivir1636,-6.6
antivir3225,-5.4
antivir1507,-6.0
antivir1059,-5.9
antivir2770,-5.4
antivir2591,-6.8
antivir157,-6.0
antivir3368,-6.3
antivir2189,-7.1
antivir2985,-5.3
antivir2928,-7.5
antivir2215,-6.7
antivir1784,-6.6
antivir1557,-6.5
antivir1613,-6.4
antivir1099,-6.0
antivir2038,-5.8
antivir1922,-6.2
antivir1391,-6.1
antivir2942,-6.6
antivir1142,-5.4
antivir3160,-5.6
antivir1434,-6.8
antivir2288,-6.3
antivir101,-7.2
antivir2796,-5.4
antivir1114,-6.8
antivir3274,-6.0
antivir178,-6.2
antivir1569,-5.4
antivir2505,-7.2
antivir3080,-4.8
antivir1349,-5.8
antivir2344,-6.8
antivir2021,-6.6
antivir3036,-5.4
antivir1757,-7.3
antivir1898,-6.6
antivir2071,-6.7
antivir1792,-6.5
antivir2460,-6.4
antivir2756,-5.0
antivir2367,-5.9
antivir2102,-5.3
antivir3216,-5.2
antivir1500,-5.9
antivir2111,-5.4
antivir3177,-5.7
antivir1453,-6.5
antivir1237,-6.4
antivir3100,-5.7
antivir2664,-6.5
antivir3102,-4.9
antivir1146,-6.2
antivir1879,-6.5
antivir2498,-6.5
antivir2060,-6.3
antivir2275,-6.1
antivir2248,-6.0
antivir211,-7.0
antivir1321,-6.0
antivir2812,-6.8
antivir2484,-7.2
antivir2949,-5.6
antivir2345,-5.7
antivir1780,-6.0
antivir209,-7.0
antivir1036,-6.6
antivir1515,-5.9
antivir2883,-6.0
antivir1272,-5.7
antivir1612,-5.9
antivir1158,-6.0
antivir2366,-6.2
antivir2640,-6.5
antivir2468,-6.1
antivir1653,-6.6
antivir3151,-5.3
antivir3236,-5.7
antivir3033,-6.6
antivir3055,-5.9
antivir1611,-6.0
antivir2628,-5.4
antivir2721,-5.2
antivir2090,-6.3
antivir1844,-6.7
antivir1410,-6.3
antivir1900,-6.8
antivir2005,-6.1
antivir1545,-6.7
antivir1770,-5.2
antivir2871,-6.7
antivir1765,-6.3
antivir275,-7.4
antivir2274,-6.6
antivir1738,-7.3
antivir2293,-6.4
antivir3295,-6.7
antivir2859,-7.4
antivir244,-7.5
antivir1236,-6.0
antivir2413,-6.5
antivir2358,-7.1
antivir1614,-5.4
antivir2086,-6.0
antivir1868,-6.4
antivir1586,-6.3
antivir2633,-6.2
antivir3222,-5.5
antivir1092,-6.8
antivir1626,-6.5
antivir1670,-6.0
antivir1826,-7.1
antivir2227,-5.5
antivir2430,-5.9
antivir106,-8.0
antivir2146,-7.0
antivir2179,-6.5
antivir2196,-5.8
antivir2375,-5.8
antivir311,-6.2
antivir1890,-6.0
antivir2409,-5.9
antivir1169,-6.0
antivir3092,-4.3
antivir2008,-6.3
antivir1911,-6.2
antivir1132,-6.7
antivir2202,-6.5
antivir2300,-7.4
antivir2362,-6.7
antivir2392,-6.4
antivir2710,-6.2
antivir2159,-6.2
antivir1079,-6.3
antivir2280,-6.7
antivir3147,-5.3
antivir2617,-5.1
antivir1901,-5.5
antivir2063,-6.1
antivir1429,-5.8
antivir3006,-5.8
antivir1013,-6.1
antivir147,-6.6
antivir2199,-5.8
antivir1017,-6.8
antivir1635,-6.3
antivir2180,-6.2
antivir2685,-5.2
antivir1634,-6.3
antivir16,-7.0
antivir3206,-5.4
antivir281,-7.2
antivir2574,-6.9
antivir2331,-6.4
antivir2184,-6.1
antivir1959,-5.8
antivir1627,-6.2
antivir2649,-5.7
antivir2842,-6.3
antivir2629,-5.8
antivir2330,-5.9
antivir2748,-6.0
antivir2323,-5.4
antivir2605,-5.0
antivir3021,-6.6
antivir2750,-6.6
antivir2549,-3.8
antivir1716,-6.0
antivir223,-6.0
antivir1616,-6.6
antivir2762,-6.9
antivir312,-4.9
antivir3017,-5.9
antivir2723,-5.8
antivir1872,-7.0
antivir2912,-5.0
antivir2332,-5.9
antivir1896,-5.8
antivir2072,-6.0
antivir2543,-5.7
antivir2316,-5.7
antivir2007,-5.6
antivir2226,-6.0
antivir2576,-6.2
antivir1283,-5.4
antivir1366,-6.0
antivir285,-6.9
antivir1596,-6.1
antivir2210,-6.0
antivir1843,-6.8
antivir2822,-5.6
antivir227,-6.9
antivir2653,-5.6
antivir1281,-6.6
antivir1564,-5.9
antivir1469,-5.9
antivir248,-6.6
antivir2805,-6.8
antivir3088,-4.8
antivir2801,-5.0
antivir1972,-5.7
antivir10,-5.8
antivir1549,-6.3
antivir1206,-6.0
antivir3074,-3.7
antivir2156,-5.0
antivir2006,-5.1
antivir2940,-5.2
antivir105,-7.2
antivir2765,-6.5
antivir2684,-6.2
antivir2767,-6.1
antivir1775,-7.0
antivir3025,-6.1
antivir15,-6.3
antivir2092,-6.8
antivir3049,-6.9
antivir1363,-6.2
antivir1080,-6.7
antivir3313,-5.4
antivir1451,-7.3
antivir3029,-6.7
antivir132,-7.4
antivir2350,-6.1
antivir1644,-6.7
antivir2509,-6.6
antivir2414,-6.5
antivir1791,-5.9
antivir1260,-5.8
antivir2479,-6.4
antivir3024,-5.7
antivir1536,-6.2
antivir1607,-5.9
antivir2243,-5.6
antivir1859,-5.5
antivir194,-6.6
antivir331,-5.6
antivir163,-6.8
antivir2080,-6.8
antivir1485,-6.6
antivir2804,-6.0
antivir2621,-5.0
antivir2783,-5.5
antivir2824,-7.2
antivir2185,-5.8
antivir1137,-5.1
antivir2412,-6.2
antivir1360,-5.7
antivir1697,-6.2
antivir1756,-7.3
antivir1591,-6.7
antivir306,-6.4
antivir1098,-5.7
antivir3068,-6.3
antivir3332,-5.8
antivir1345,-6.3
antivir2815,-6.1
antivir2828,-6.2
antivir1903,-5.8
antivir3276,-5.6
antivir2562,-5.7
antivir2826,-6.3
antivir1086,-6.4
antivir3004,-6.0
antivir2439,-6.5
antivir282,-7.2
antivir3164,-5.3
antivir1692,-6.9
antivir2112,-5.9
antivir3093,-4.5
antivir3057,-6.6
antivir1087,-5.8
antivir2132,-5.2
antivir3094,-4.8
antivir1448,-6.4
antivir1551,-6.1
antivir1926,-6.0
antivir2076,-5.9
antivir2945,-5.9
antivir2542,-6.2
antivir2042,-6.3
antivir1786,-6.0
antivir2717,-6.3
antivir1785,-5.6
antivir317,-6.1
antivir251,-7.1
antivir2041,-6.0
antivir2597,-5.7
antivir2476,-5.4
antivir2237,-6.8
antivir1675,-6.4
antivir273,-6.7
antivir1371,-5.1
antivir1895,-5.6
antivir1353,-5.8
antivir1304,-5.4
antivir295,-6.3
antivir2037,-6.0
antivir1375,-6.1
antivir1266,-6.4
antivir2651,-6.4
antivir3106,-6.0
antivir1327,-5.9
antivir170,-7.1
antivir1081,-7.1
antivir1209,-7.3
antivir2761,-6.0
antivir1261,-6.5
antivir1924,-5.7
antivir2319,-6.7
antivir1840,-6.1
antivir1749,-6.1
antivir3041,-6.0
antivir2298,-6.2
antivir2016,-6.8
antivir1211,-6.5
antivir1566,-6.0
antivir1760,-6.7
antivir2690,-6.6
antivir2261,-5.7
antivir2819,-6.4
antivir1915,-6.3
antivir2143,-6.1
antivir1511,-5.6
antivir2581,-3.3
antivir1221,-6.8
antivir2557,-7.0
antivir1700,-5.9
antivir1842,-5.3
antivir1572,-5.9
antivir2255,-7.0
antivir1082,-6.2
antivir221,-7.0
antivir2355,-6.8
antivir1191,-5.8
antivir2593,-6.4
